,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14814.444415095175
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,9538.084527115656
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,149.26766762268835
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,4727.285805722566
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,925.2029452667348
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,10003.645693702083
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4727.285805722566
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,7055.091638654705
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,6744.717527597086
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,71.67413985828352
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,847.6094175023304
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,-393.88702672814475
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,3330.6023059632803
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,304.45472315149755
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4416.9116946649465
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3175.4152504344706
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1778.731750675187
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,925.2029452667348
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,5968.782249953039
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,3330.6023059632803
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9693.271582644466
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3640.9764170208996
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,5580.814611131016
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5503.221083366612
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13417.76091533589
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,226.86119538709318
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,226.86119538709318
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,16599.09555367648
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4882.472861251375
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,925.2029452667348
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,692.4223619735212
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,11012.361554639345
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,4727.285805722566
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1080.3900007955444
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3175.4152504344706
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1701.1382229107821
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,847.6094175023304
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,4727.285805722566
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,3796.1634725497092
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,6434.343416539468
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,847.6094175023304
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,1701.1382229107821
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,5580.814611131016
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1778.731750675187
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,925.2029452667348
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,5891.188722188635
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13417.76091533589
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,4727.285805722566
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2709.8540838480435
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,7210.278694183515
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7986.213971827561
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14814.444415095175
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5503.221083366612
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1933.9188062039962
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15202.412053917196
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,6511.936944303872
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,2554.667028319234
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,4727.285805722566
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,692.4223619735212
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,847.6094175023304
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2477.073500554829
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9382.897471586846
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7443.059277476728
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,5580.814611131016
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,4184.131111371731
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9615.67805488006
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3253.0087781988755
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,692.4223619735212
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3485.78936149209
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4261.724639136137
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3563.3828892564948
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1002.7964730311396
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,5037.659916780183
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3330.6023059632803
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,71.67413985828352
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,925.2029452667348
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1080.3900007955444
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15124.818526152794
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4261.724639136137
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,6434.343416539468
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,382.0482509159024
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,71.67413985828352
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3175.4152504344706
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5503.221083366612
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1080.3900007955444
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5580.814611131016
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,3253.0087781988755
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6434.343416539468
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,3330.6023059632803
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3253.0087781988755
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1778.731750675187
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,71.67413985828352
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,459.64177868030674
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,226.86119538709318
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,5580.814611131016
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2244.2929172616145
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,4727.285805722566
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,-161.1064434349305
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,925.2029452667348
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5580.814611131016
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,5580.814611131016
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,692.4223619735212
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6201.562833246255
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,5580.814611131016
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,925.2029452667348
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,9382.897471586846
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7287.872221947919
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1701.1382229107821
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3408.195833727685
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1080.3900007955444
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,10003.645693702083
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1856.3252784395913
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2787.4476116124474
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,459.64177868030674
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14038.509137451128
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5813.5951944242315
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,8218.994555120777
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,5968.782249953039
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5503.221083366612
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3175.4152504344706
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,692.4223619735212
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,770.015889737926
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,4184.131111371731
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,4727.285805722566
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,3175.4152504344706
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1002.7964730311396
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,7287.872221947919
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,226.86119538709318
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6123.969305481849
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1080.3900007955444
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,9382.897471586846
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,692.4223619735212
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3408.195833727685
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,5580.814611131016
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,847.6094175023304
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9926.05216593768
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7753.433388534348
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,-316.2934989637399
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,382.0482509159024
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,770.015889737926
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,925.2029452667348
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1856.3252784395913
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,7443.059277476728
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3253.0087781988755
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,537.2353064447116
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1701.1382229107821
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1623.5446951463773
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4804.87933348697
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,226.86119538709318
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,6356.749888775064
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14504.070304037556
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,6977.498110890299
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,459.64177868030674
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1933.9188062039962
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,382.0482509159024
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,7598.246333005538
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1390.7641118531628
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7210.278694183515
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,11400.329193461368
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1856.3252784395913
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,459.64177868030674
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,9382.897471586846
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,13572.9479708647
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,149.26766762268835
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,2011.512333968401
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,3175.4152504344706
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1778.731750675187
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,226.86119538709318
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,-5.919387906121301
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7132.685166419109
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,7598.246333005538
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,614.8288342091164
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5580.814611131016
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3640.9764170208996
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2321.8864450260194
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,11710.703304518987
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,3563.3828892564948
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,6046.375777717445
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,847.6094175023304
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-83.51291567052567
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3253.0087781988755
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,2399.479972790424
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5891.188722188635
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,304.45472315149755
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3253.0087781988755
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5580.814611131016
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,304.45472315149755
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4727.285805722566
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3485.78936149209
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,5813.5951944242315
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1701.1382229107821
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,2244.2929172616145
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5658.408138895422
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,925.2029452667348
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1080.3900007955444
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,6511.936944303872
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,770.015889737926
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,5503.221083366612
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2089.105861732806
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6667.12399983268
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4028.944055842923
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7598.246333005538
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3408.195833727685
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,149.26766762268835
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,3020.228194905662
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1701.1382229107821
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7055.091638654705
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,847.6094175023304
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,9693.271582644466
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3718.5699447853044
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1157.9835285599493
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,4882.472861251375
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5580.814611131016
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,4106.537583607327
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,925.2029452667348
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1157.9835285599493
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,2089.105861732806
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,-238.6999711993351
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,770.015889737926
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,3175.4152504344706
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,7055.091638654705
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13262.57385980708
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1933.9188062039962
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,1933.9188062039962
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10158.832749230893
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,614.8288342091164
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,6201.562833246255
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3253.0087781988755
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5503.221083366612
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,304.45472315149755
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7055.091638654705
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,7132.685166419109
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1002.7964730311396
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,149.26766762268835
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,5580.814611131016
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,5425.6275556022065
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,6046.375777717445
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4882.472861251375
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,5813.5951944242315
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,71.67413985828352
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2554.667028319234
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,3175.4152504344706
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,5503.221083366612
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5736.001666659826
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3253.0087781988755
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,71.67413985828352
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,847.6094175023304
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1623.5446951463773
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,-238.6999711993351
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,304.45472315149755
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,847.6094175023304
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1856.3252784395913
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,3175.4152504344706
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,537.2353064447116
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1468.3576396175677
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3330.6023059632803
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1701.1382229107821
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,-238.6999711993351
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,5503.221083366612
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,-238.6999711993351
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,226.86119538709318
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3873.757000314113
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6046.375777717445
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4727.285805722566
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,15978.347331561246
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6356.749888775064
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,537.2353064447116
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,71.67413985828352
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1856.3252784395913
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3873.757000314113
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,304.45472315149755
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8296.58808288518
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,5736.001666659826
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1002.7964730311396
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,226.86119538709318
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2089.105861732806
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,382.0482509159024
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1623.5446951463773
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,21875.455441656
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2089.105861732806
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,71.67413985828352
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,614.8288342091164
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1856.3252784395913
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10158.832749230893
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,149.26766762268835
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9693.271582644466
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,304.45472315149755
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,149.26766762268835
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3253.0087781988755
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,5580.814611131016
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,71.67413985828352
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,7908.620444063157
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3253.0087781988755
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,925.2029452667348
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,5503.221083366612
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,6046.375777717445
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1778.731750675187
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5891.188722188635
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,304.45472315149755
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9382.897471586846
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,925.2029452667348
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3253.0087781988755
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1623.5446951463773
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,5580.814611131016
